"","Comp_GMM_1","Comp_GMM_2","Comp_GMM_3","Del_GMM_1","Del_GMM_2","Del_GMM_3","OE_GMM_1","OE_GMM_2","OE_GMM_3","WT_GMM_1","WT_GMM_2","WT_GMM_3"
"AFUB_000010-T",4.11241111340192,5.87915007910624,14.6961133711776,10.19308300465,9.25910183332063,6.65703642113012,4.90755522321809,4.84757678090643,3.59722685410384,1.76025661495205,3.04499239907282,3.20981797705934
"AFUB_000020-T",12.7288915414821,8.780215401984,7.03069875564644,7.38119803784998,7.25078960468489,10.3825338678176,9.0817975969898,12.4390649472316,9.40327721511355,7.04102645980821,7.0269055363219,6.531281796799
"AFUB_000030-T",2.34994920765824,0.975579489109333,1.53796535279766,0.790842646912498,0.912869194834428,1.1604008440502,1.21278663562286,1.76829844838096,1.19907561803461,1.44020995768804,0.614854234428166,1.22810426948357
"AFUB_000040-T",25.6536121836025,22.4896745384152,22.8253588073938,21.5870752138708,32.1590776351671,20.4902359567812,22.6762896521112,21.9208031790675,26.8214282981427,30.9645140902929,19.7631718209053,27.4648772993599
"AFUB_000050-T",3.49228562804766,3.33750877853193,3.75947086239427,2.10891372509999,1.93006629764993,3.57281312510194,4.20244671413503,2.92683881111332,2.96613442355931,3.2004665726401,1.90312024942051,2.2329168536065
"AFUB_000060-T",2.9374365095728,1.89981268931818,2.44121484571057,1.34736154659166,1.72141048168778,4.39730846166393,1.83328212361595,2.53049605544172,1.23063023956184,1.76025661495205,1.4639386534004,0.781520898762274
"AFUB_000070-T",0.228467284077884,0.23105830005221,0.195297187656845,0.351485620849999,0.104327907981077,0.366442371805328,0.0564086807266447,0.121951617129722,0.18932772916336,0.880128307476027,0.0585575461360158,0.111645842680325
"AFUB_000080-T",2.12148192358036,1.33500351141277,0.561479414513431,0.878714052124998,1.2780168727682,1.37415889426998,0.564086807266447,1.18902826701479,1.54617645483411,2.88041991537609,0.936920738176253,0.893166741442599
"AFUB_000090-T",0.0652763668793956,0.102692577800982,0.122060742285528,0.0585809368083332,0.0521639539905387,0,0.112817361453289,0.121951617129722,0,0.800116643160024,0,0
"AFUB_000100-T",1.4687182547864,4.00501053423832,1.95297187656845,2.16749466190833,2.73860758450328,4.42784532598104,3.18709046105543,3.59757270532679,1.38840334719797,2.80040825106009,2.92787730680079,2.87488044901836
"AFUB_000110-T",66.9409142348202,117.12088498202,119.033635876847,117.864844858366,113.613091791393,111.978681450845,92.5102363916973,76.0673211846638,81.9157974846804,55.5280950353057,158.076095794175,153.708413910137
"AFUB_000120-T",1.69718553886428,2.46462186722358,6.32274645039037,6.97113148019165,6.15534657088357,2.93153897444262,4.48449011776826,2.83537509826603,3.12390753119544,5.68082816643617,5.85575461360158,8.87584449308583
