"","Comp_Azole_1","Comp_Azole_2","Comp_Azole_3","Del_Azole_1","Del_Azole_2","Del_Azole_3","OE_Azole_1","OE_Azole_2","OE_Azole_3","WT_Azole_1","WT_Azole_2","WT_Azole_3"
"AFUB_000010-T",10.2539786250639,10.0635815432376,5.95425389051385,16.2291360195162,17.8964486490042,13.8449617013955,9.85385418151407,7.72039760409705,6.52935874234162,7.18134005543533,9.77406814002122,6.54940065538768
"AFUB_000020-T",48.4001789708648,36.2576466457789,33.9392471759289,43.4156989093521,43.1334745404813,46.4120875217236,32.9879027041042,29.4216434335621,28.2938878834804,21.5135907592914,19.9924121045889,21.0176221031987
"AFUB_000030-T",14.6985359130609,7.67707506298411,7.80007259657314,6.43093315059062,4.76227531846383,4.95586697265862,4.47675101139852,5.41912524133735,4.35290582822775,4.26011698203791,2.45832622915685,2.85792028598735
"AFUB_000040-T",61.5238717503834,100.549556162005,84.9969742870852,126.686623009489,134.921023035205,126.518826153851,95.512358170564,93.0159442109,93.1572462424787,84.6546103144961,101.73916382113,87.3451887404885
"AFUB_000050-T",106.494392341534,126.743621264547,142.931864641785,202.063783671562,212.48241150216,211.450324166768,104.340811282428,93.6098209496767,91.5375603529056,47.1047220585334,40.2513897039056,41.797084182565
"AFUB_000060-T",134.94655828753,74.0104539779817,78.3282099297097,134.083576161241,117.085240313824,152.819009082828,63.5248467539232,47.807077471524,63.6992091258677,31.6770127021533,20.022030492892,27.7158727734815
"AFUB_000070-T",1.25987450683379,0.690074162964864,0.80382427521937,1.02122114408521,0.879655950544274,2.12394298828227,0.925361940903605,0.915559972280739,0.784535352761978,0.547729326262016,0.325802271334041,0.297700029790349
"AFUB_000080-T",2.65973506998245,0.86259270370608,1.25039331700791,1.15922400139402,1.18298558866299,0.86531010633722,0.975381505276773,1.01453942874352,1.61968588957312,1.82576442087339,1.30320908533616,1.96482019661631
"AFUB_000090-T",0,0.172518540741216,0.119085077810277,0,0.0606659276237431,0,0,0,0.10123036809832,0.152147035072782,0,0.11908001191614
"AFUB_000100-T",4.44455728799698,2.5590250209947,2.35193028675297,2.23564628840275,2.42663710494972,3.25146827835804,1.95076301055355,2.3012723627597,2.04991495399097,2.16048789803351,1.80672168648877,3.09608030981963
"AFUB_000110-T",56.6243597793631,100.980852513858,76.3930774152927,117.136825283719,123.667493461,133.100427265689,131.326366261752,102.592206623674,109.607181058456,135.319572993733,149.928281590265,109.017750909226
"AFUB_000120-T",3.28967232339934,4.97428459137173,3.63209487321345,4.69209714849959,5.85426201569121,2.72703791088093,3.52637928830833,3.63749502500726,3.08752622699875,4.44269342412524,7.76001773541079,4.10826041110682
"AFUB_000130-T",0.209979084472298,0.201271630864752,0.297712694525692,0.193204000232336,0.272996674306844,0.104886073495421,0.300117386239007,0.470152418198218,0.227768328221219,0.486870512232904,0.38503904794023,0.17862001787421
"AFUB_000140-T",5.45945619627976,4.51423514939515,3.21529710087748,1.93204000232336,2.79063267069218,3.25146827835804,2.55099778303156,2.77142478095791,3.39121733129371,3.89496409786323,2.48794461745995,2.73884027407121
"AFUB_000150-T",2.58974204182501,1.95521012840045,1.48856347262846,1.18682457285578,1.75931190108855,1.38974047381432,1.67565540650112,1.1135188852063,2.45483642638425,1.85619382788794,0.858933260789744,1.30988013107754
"AFUB_000160-T",0.664933767495611,0.690074162964864,0.416797772335969,0.607212572158771,0.727991131484917,0.367101257233972,0.600234772478014,0.643366467008087,0.556767024540758,1.27803509461137,2.07328718121662,1.01218010128719
"AFUB_000170-T",0,0.057506180247072,0.238170155620554,0.441609143388197,0.0909988914356146,0.209772146990841,0.175068475306087,0.148469184694174,0.354306288344119,0.334723477160121,0.503512601152608,0.0595400059580699
"AFUB_000180-T",0.454954683023313,0.747580343211936,0.119085077810277,0.276005714617623,0.303329638118715,0.629316440972523,0.450176079358511,0.618621602892391,0.759227760737398,0.273864663131008,0.592367766061892,0
"AFUB_000190-T",0.664933767495611,2.1564817592652,3.21529710087748,2.76005714617623,3.42762491074148,2.49104424551624,4.02657493204001,2.07856858571844,1.97399217791723,6.99876361334799,6.24947993195296,3.24493032471481
"AFUB_000200-T",0.664933767495611,0.402543261729504,1.07176570029249,1.13162342993225,1.33465040772235,0.707980996094089,1.20046954495603,1.1135188852063,0.936380904909457,1.3997527226696,1.33282747363926,0.595400059580699
"AFUB_000210-T",0.629937253416895,0.661321072841328,0.446569041788539,0.800416572391107,0.39432852955433,0.603094922598668,0.70027390122435,0.668111331123783,0.531459432516179,0.699876361334799,0.325802271334041,0.17862001787421
"AFUB_000220-T",0.48995119710203,0.57506180247072,0.446569041788539,0.552011429235246,0.303329638118715,0.445765812355537,0.650254336851182,0.519642146429609,0.227768328221219,0.121717628058226,0.296183883030946,0.416780041706489
