"","OE_Azole_1","OE_Azole_2","OE_Azole_3","OE_GMM_1","OE_GMM_2","OE_GMM_3"
"AFUB_000010-T",9.78627641059949,7.70488614699452,6.50554616077411,5.1407346692924,4.98331080451605,3.74917769919906
"AFUB_000020-T",32.7616715370069,29.3625308614631,28.1907000300212,9.51331358340318,12.7873635738525,9.80048205580105
"AFUB_000030-T",4.44604943527236,5.40823739164039,4.33703077384941,1.27041144126192,1.81781148843982,1.24972589973302
"AFUB_000040-T",94.8573340408108,92.8290609825398,92.8175016194167,23.7537395063856,22.5345941411763,27.954395125607
"AFUB_000050-T",103.625241586348,93.4217445323086,91.2037227268216,4.40212336623315,3.00879142914176,3.09142722565536
"AFUB_000060-T",63.0891931038647,47.7110257563892,63.4668980103428,1.92038938795406,2.60135092311215,1.2826134234102
"AFUB_000070-T",0.919015805056297,0.913720472560248,0.781674151100766,0.0590889042447402,0.125366309547573,0.197325142063108
"AFUB_000080-T",0.96869233505934,1.01250106418838,1.61377889259513,0.590889042447402,1.22232151808884,1.61148866018205
"AFUB_000090-T",0,0,0.100861180787196,0.11817780848948,0.125366309547573,0
"AFUB_000100-T",1.93738467011868,2.29664875535414,2.04243891094071,3.33852308982782,3.69830613165342,1.44705104179613
"AFUB_000110-T",130.42572952299,102.386083222562,109.207443497336,96.905802961374,78.197235580299,85.3760114659716
"AFUB_000120-T",3.50219536521454,3.63018674233396,3.07626601400946,4.69756788745685,2.91476669698108,3.25586484404129
"AFUB_000130-T",0.298059180018259,0.469207810233641,0.22693765677119,0.590889042447402,0.532806815577187,0.427537807803401
"AFUB_000140-T",2.5335030301552,2.76585656558778,3.37884955637105,3.78168987166338,4.88928607235537,2.92698960726944
"AFUB_000150-T",1.66416375510194,1.11128165581652,2.44588363408949,2.18628945705539,3.2908656256238,1.67726370753642
"AFUB_000160-T",0.596118360036517,0.642073845582877,0.554736494329576,0.620433494569773,0.0626831547737867,0.394650284126217
"AFUB_000170-T",0.173867855010651,0.148170887442202,0.353014132755184,0.295444521223701,0.0626831547737867,0.328875236771847
"AFUB_000180-T",0.447088770027388,0.617378697675843,0.756458855903967,0.856789111548734,1.19097994070195,0.427537807803401
"AFUB_000190-T",3.99896066524497,2.07439242419083,1.96679302535031,5.11119021717003,3.22818247085002,3.2229773203641
"AFUB_000200-T",1.19223672007303,1.11128165581652,0.932965922281559,1.71357822309747,1.72378675627914,1.0852882813471
"AFUB_000210-T",0.695471420042603,0.666768993489911,0.529521199132777,0.827244659426363,0.407440506029614,0
"AFUB_000220-T",0.64579489003956,0.518598106047708,0.22693765677119,0.295444521223701,0.0313415773868934,0.131550094708739
"AFUB_000230-T",28.5640047517498,43.1424233935879,19.5418537775191,14.2995148272271,19.1497037833919,10.6226701477307
"AFUB_000240-T",30.2033302418502,31.9802165396087,28.9219435907283,35.1578980256204,39.2709964657774,43.608856395947
"AFUB_000250-T",0.471927035028909,0.642073845582877,0.781674151100766,1.32950034550666,1.4103709824102,1.05240075766991
"AFUB_000260-T",9.63724682059036,9.13720472560248,12.532001712809,20.9174721026381,36.9517197391473,20.4560397272089
"AFUB_000270-T",118.453685792256,66.8250702364333,58.4490542661798,95.3399469988884,88.8533718918427,67.0576607777797
"AFUB_000280-T",15.0271503259205,15.1628208149187,16.4655877635097,24.9650620434028,22.5972772959501,13.1878969945511
"AFUB_000290-T",46.8698060578712,49.6372472931378,50.0523609656458,91.2628126060013,85.0296994506417,54.659064351481
"AFUB_000300-T",112.31863433688,116.63518356492,101.088118443967,186.336859535788,188.989711642967,211.072126960172
"AFUB_000310-T",57.9476722485498,67.5165343778302,49.8002080136778,85.5902777985062,101.201953382279,108.167065374261
"AFUB_000320-T",2.55834129515672,3.18567408000735,1.61377889259513,3.10216747284886,2.22525199446943,3.15720227300973
"AFUB_000330-T",1.39094284008521,1.53109917023609,1.51291771180793,3.07262302072649,2.22525199446943,2.69677694152915
"AFUB_000340-T",302.455552923528,251.668252320581,319.276067781868,26.0582067719305,34.1309777743269,25.5207183734953
"AFUB_000350-T",9.48821723058123,9.97683975444163,10.5147780970651,9.33604687066896,8.18015169797917,9.10984405858017
