TRANSCRIPT	baseMean	log2FoldChange	lfcSE	pvalue	padj
AFUB_000010-T	204.64782624293224	-1.2451992214168006	0.5090266689095326	1.490129363548024e-4	0.00558020085543581
AFUB_000020-T	297.9854650646666	-0.053476153396638075	0.13757335942478385	0.3133127460829926	0.7573405450208331
AFUB_000030-T	43.079349161652914	0.022192272927424376	0.15876799961579283	0.6739109177914441	0.9435504981800967
AFUB_000040-T	836.0568828233907	0.013909710260782169	0.10879143759850321	0.7667122912858485	0.9692843561288271
AFUB_000050-T	101.05010548619873	-0.008421862188220774	0.1257680176759518	0.8593951136792177	0.9849495428080619
AFUB_000060-T	69.03804401718351	-0.18289081565119245	0.3418438074332061	0.07032060268117074	0.4526860606210581
AFUB_000070-T	8.210090245686143	0.020965685801961537	0.24514487886197725	0.733115336385999	0.9602885888061677
AFUB_000080-T	44.12214461734857	0.04102682609430465	0.2065925602163326	0.49994091791247314	0.8778185944493061
AFUB_000090-T	4.0713296022896355	0.10608214051848654	0.4263329493355006	0.11617452054952661	0.536667403168696
AFUB_000100-T	95.10585822963235	-0.013184475171451748	0.15646958869930552	0.8000399058502281	0.9737416132836789
AFUB_000110-T	3585.540790197572	0.012864642730107487	0.13601741596664751	0.7927090969775189	0.9737416132836789
AFUB_000120-T	162.77480924099694	0.041224404520967095	0.1824991200636344	0.4739235475299981	0.8646812331581236
AFUB_000130-T	16.060806879408023	0.0275326092480662	0.22981460606515597	0.6550217432479993	0.9377432961615281
AFUB_000140-T	106.03294256597702	0.026677050566537467	0.13954212876819655	0.5951221507257853	0.9179000884195884
AFUB_000150-T	63.52272717312164	-0.02245899462697923	0.1437672831268393	0.6564752270638722	0.9378725316192483
AFUB_000160-T	21.036817251008483	0.17931028866406382	0.4042889341876697	0.07853445578739422	0.4728085172659198
AFUB_000170-T	8.143653570998437	0.16452521290307298	0.4393786327318498	0.0809175068912907	0.4782615424976404
AFUB_000180-T	22.99562405921535	0.010515714711911987	0.1668327059645364	0.8445170416932589	0.983882166749536
AFUB_000190-T	118.12179493602383	0.2543494511843129	0.33680429555082175	0.02875091950826953	0.2897030403463785
AFUB_000200-T	42.171730813329894	0.10522999697300935	0.2481591943202368	0.16122899693601764	0.5954828376569381
AFUB_000210-T	10.456085323880755	-0.06439729567329079	0.29612630816003666	0.3483665684574438	0.7816646233139183
AFUB_000220-T	7.271951430213745	-0.08201199593454274	0.2976925942454577	0.26461139944280004	0.7150350039870601
AFUB_000230-T	236.90850370720415	-1.2191562894721208	0.4443577429278527	9.431796992938328e-5	0.003786300584845162
AFUB_000240-T	968.6297929261071	-0.018352422748319056	0.10591930891363224	0.6978358954559252	0.9482271189355456
AFUB_000250-T	34.78259264732038	0.024252601225048548	0.18405576341707652	0.6685948118069438	0.9410398891355289
AFUB_000260-T	710.794788857338	0.004191822353168822	0.16048470776264867	0.9364022517975018	0.9965703292617424
AFUB_000270-T	1485.1300130759419	-0.6880296441748481	0.7116196156997193	0.004198463131294105	0.07853749629256286
AFUB_000280-T	674.6469852616843	0.02126799178555814	0.12336403488968233	0.6577636234502974	0.938017137943511
AFUB_000290-T	2920.856680038098	0.041217751169238315	0.16132373600760067	0.449070954370186	0.8487058029306024
AFUB_000300-T	8673.917603800353	0.12106433700319896	0.257326307833678	0.12607436960746804	0.549463674367036
AFUB_000310-T	3460.64314283779	-0.047089713349708864	0.13557719932739307	0.36472859393972773	0.795097948823442
AFUB_000320-T	110.99255931124738	-0.00495906739612295	0.1445300561932112	0.9210228337919418	0.9929421737346928
AFUB_000330-T	148.88764268565865	0.00880414568404097	0.1693937449875923	0.8704439082480887	0.9851602475902932
AFUB_000340-T	642.6328357212348	-0.7611575343734884	0.20835403407760908	2.012546587536993e-5	0.001025275002666054
AFUB_000350-T	393.62623959003287	-0.1167375123151028	0.2354590856869093	0.12224186923413667	0.5453326749865818
AFUB_000360-T	180.8679443731032	0.5574930893671652	0.4368323641298506	0.00415279993506327	0.07790186943606538
AFUB_000370-T	149.32445954561933	-0.3196271819879356	0.38834374760996176	0.01953663644306921	0.22297278126719117
AFUB_000380-T	1244.193817236887	-0.12012634103437601	0.23823497745651842	0.11641010481615262	0.5368325959847136
AFUB_000390-T	1479.7233094524163	-0.04571793879287073	0.1795838418552902	0.4268806555279218	0.8378983490862945
AFUB_000400-T	1314.4181859133391	-0.031303325608116155	0.09464651334001672	0.5249562330700515	0.8881541832621492
AFUB_000410-T	6960.208950846244	0.7394478356197621	0.2648818462947733	1.516329944935149e-4	0.005657207184895597
AFUB_000420-T	3808.7785190698123	0.14260836168424762	0.26208120292890497	0.08889456188887573	0.49099935229320685
AFUB_000430-T	2515.368328641958	6.510787992900154e-4	0.13898384282249673	0.9894310938835085	1
AFUB_000440-T	1846.148003256949	0.017708719857522186	0.11319368243784252	0.7073507700991899	0.9495206589091545
AFUB_000450-T	2154.4106249483552	0.03430147816154621	0.1144516393566663	0.48281345959410904	0.8689949570456381
AFUB_000460-T	684.6996778726609	-0.005331345124067531	0.15090513146524873	0.9167782391496231	0.9928049958237116
AFUB_000470-T	432.68174184481074	-0.1328986127129552	0.2209674745134198	0.08208839028046394	0.4794269147337875
AFUB_000480-T	94.97611230687265	0.010907115097013895	0.1926909353850775	0.8489842293212353	0.9840190323795381
AFUB_000490-T	1413.9611696440231	-0.0017965931293463739	0.11154633945460832	0.9691528497375731	1
AFUB_000500-T	3160.8502731494864	-0.009320931500254736	0.11244988964930855	0.841676685968529	0.983882166749536
AFUB_000510-T	4109.410536655229	0.001041635273535855	0.08795687758663763	0.9829715909760802	1
AFUB_000520-T	1485.5067477683226	0.06147760006427008	0.09647871007337994	0.23893835140186534	0.6913117038457662
AFUB_000530-T	3397.456549525352	0.01897028609465131	0.13708215313525704	0.7008198960348685	0.9490969490905549
AFUB_000540-T	6284.030751356636	0.12197428129115344	0.21377103353023044	0.09706775723435827	0.5046404664230894
AFUB_000550-T	2054.253609164731	0.135943310248699	0.21974563597196506	0.07673177926173265	0.46898912099314793
AFUB_000560-T	576.1077674043365	-0.0306734987196141	0.13326009689764778	0.5378822744866718	0.8928525482547532
AFUB_000570-T	1608.373642712933	0.12679379858489787	0.11293518885753807	0.03644527237217581	0.3340317383809648
AFUB_000580-T	1499.0783982572532	0.02473422164583603	0.11422887512131753	0.6048977508119942	0.9228552366698475
AFUB_000590-T	394.25453487783625	-0.0014139356457372586	0.14171124858945836	0.9772398145630569	1
AFUB_000600-T	443.6987712094696	-0.009264136075500539	0.14070979629871666	0.8515830839858505	0.9847550060620498
AFUB_000610-T	2662.101260160407	-0.038744751497565275	0.16884662820571247	0.48383562611930553	0.8696153878786008
AFUB_000620-T	6870.120628323823	0.04512889958014476	0.13420252082728576	0.3814295946878959	0.8052629804496984
AFUB_000630-T	26805.92473973418	-0.8738679997885022	0.18202023283981594	4.166474229501059e-7	3.636063944980228e-5
AFUB_000640-T	86.76020605937373	0.1636217481525165	0.3282597885430747	0.086368853933979	0.48614571961941294
AFUB_000650-T	2259.4928916360655	-0.010125156715286705	0.09817975792018328	0.8308179867619687	0.9811402948045382
AFUB_000660-T	2213.8321064530614	0.42099205329710315	0.456157734835326	0.011683553996330292	0.16062486014680932
AFUB_000670-T	116.43684982404956	0.07930991825916824	0.23155621748458474	0.2485699566510395	0.699564802285427
AFUB_000690-T	1625.9143086100376	-0.06943869678152916	0.12969513342256309	0.20501472056071937	0.6563292610078996
