TRANSCRIPT	baseMean	log2FoldChange	lfcSE	pvalue	padj
AFUB_000010-T	355.08985515040706	-0.01585894617600346	0.18041116173082217	0.8942379977418768	0.9632325291609427
AFUB_000020-T	1179.600054316223	-0.3844487068040979	0.1681187561119642	0.0021011020966019926	0.029835054558689768
AFUB_000030-T	204.42642632163552	-0.24880440376005622	0.23974042980016075	0.06931454083511246	0.29573439691544845
AFUB_000040-T	3469.633728444997	-0.02438448555504981	0.1476971898643331	0.8298290927071934	0.9393895507295524
AFUB_000050-T	4140.428413886706	-1.115457223434455	0.15795958947605723	1.5229886150844859e-13	3.7238928942004804e-11
AFUB_000060-T	2755.9549288322432	-0.9308810979275502	0.3146496094496832	3.0287522287784944e-5	0.0010327633025001498
AFUB_000070-T	30.81781939785185	-0.44896500766203323	0.4290733116475098	0.01498775336362353	0.11566761160148259
AFUB_000080-T	48.61841497242166	0.14820192532700713	0.2500889091220889	0.23915627051672023	0.5455526509704409
AFUB_000090-T	2.1119535886826437	0.0510298998503347	0.37703722573486187	0.4639924646636554	0.7396286306651527
AFUB_000100-T	89.27314030178574	0.06052064890611936	0.19994567361039234	0.6144194771982339	0.8336114844921227
AFUB_000110-T	3921.537708724177	0.1029891012045497	0.16826211095288107	0.3879984144066219	0.6836931474252093
AFUB_000120-T	150.75360900722205	0.2874739837437906	0.26629250552485245	0.04613056810995355	0.23403792778455684
AFUB_000130-T	9.700048195672833	0.012730468555196831	0.2594430876911986	0.9072310024665109	0.9689953973712734
AFUB_000140-T	113.64702162697712	0.025850417531622507	0.19078823935040284	0.8287411024953921	0.938968594467818
AFUB_000150-T	57.22901700711209	-0.11927980013731147	0.23118280795839904	0.3320213785184505	0.6348491931427553
AFUB_000160-T	28.0863970741536	0.6997698744992604	0.46769999429803943	0.002341939226716078	0.03247294709243248
AFUB_000170-T	7.616611310334841	0.04288731091406621	0.31002312469921123	0.6657782966043495	0.8641746404581739
AFUB_000180-T	15.224995048581542	-0.15097065366622023	0.3556085268295442	0.19646169059750526	0.4947490709225017
