TRANSCRIPT	baseMean	log2FoldChange	lfcSE	pvalue	padj
AFUB_000010-T	430.57705046756524	-0.6358733359052969	0.2095485769323376	4.2207922264146555e-4	0.0029226396109354007
AFUB_000020-T	907.2364896175781	-2.2717773606237825	0.19364555933901248	2.8141905136310095e-33	9.691489882632031e-31
AFUB_000030-T	109.17802149188418	-2.2858376099689073	0.29493370043607414	1.9335169069834515e-16	1.9118844901033396e-14
AFUB_000040-T	2655.791459956826	-2.2367934150864617	0.20694697456512356	9.784017173378425e-29	2.326499512155484e-26
AFUB_000050-T	3606.7844969263047	-6.2170588128055595	0.22928449078038	1.0308765353663908e-163	2.5738409896760364e-160
AFUB_000060-T	2343.4399493818296	-5.543409668351987	0.3455011911362044	1.7625002628222613e-59	1.9557877916451027e-56
AFUB_000070-T	27.859640280969774	-1.4254717506113777	0.6886795823309146	1.5648128474452338e-4	0.0013077645110824729
AFUB_000080-T	39.53537717271504	0.12616483354202043	0.28392770233659903	0.5508685324328744	0.6901924518137142
AFUB_000090-T	1.0144551721713841	0.04691366158438334	0.5291981902851673	0.6794810143689133	0.7942388682704046
AFUB_000100-T	101.2554139955847	0.19788435176464733	0.2637030898122492	0.3368195024005651	0.4907099008715453
AFUB_000110-T	4199.936730314157	-0.032555846326508285	0.1298510365282906	0.7890630644725066	0.8696468066763764
AFUB_000120-T	172.56053733051786	0.20831479347726167	0.2842281862892904	0.3266101451590428	0.4796846352504942
AFUB_000130-T	10.748018098437026	0.389669011852377	0.4490148560350288	0.0857779171414854	0.17936168824451462
AFUB_000140-T	92.57869785350582	0.03545176025234392	0.2528069253174579	0.8602915200651142	0.9146951358341633
AFUB_000150-T	56.27341332936397	0.2301381611450247	0.2585375477498832	0.26000815682160816	0.408761454366674
AFUB_000160-T	17.254881367215106	-0.14105297040250173	0.3431039344476303	0.5139786884445863	0.6575845710345994
AFUB_000170-T	6.221795738662133	-0.18115932825745362	0.4684049473730088	0.3243914609392806	0.47762015633209426
AFUB_000180-T	17.751461006916152	0.26027104160483533	0.36091768517265876	0.23770895670363773	0.3845778957717852
AFUB_000190-T	102.78696093324265	0.08194926254884748	0.23191593165062382	0.6697857910871864	0.7864037968008147
AFUB_000200-T	35.66036906835085	-0.017205058975831224	0.29560829265471	0.9357012594093765	0.9638832880579107
AFUB_000210-T	16.243354929540867	-0.30048094040834195	0.3734979102606252	0.1768517028510893	0.30867143592691876
AFUB_000220-T	13.11207162877003	-0.11991551204426923	0.37245046252479797	0.5685766461103952	0.7048910492713985
AFUB_000230-T	213.0037317579624	-0.12013222408555115	0.23465927070734321	0.5348344920408701	0.6765824747687612
AFUB_000240-T	911.1499867418288	-0.0355077464483086	0.17001798641996513	0.8172039852526785	0.887785945906505
AFUB_000250-T	30.407539071965875	0.22412032969644874	0.3100299128887746	0.3029156400152598	0.4557956123599309
AFUB_000260-T	411.5358193431201	0.9599803081404625	0.3671676851464349	1.5200840757952614e-4	0.00127679391631348
AFUB_000270-T	2393.9245751289673	-0.8781219031256257	0.32280124407326255	1.8580533526425265e-4	0.0015037584143307058
AFUB_000280-T	670.9269707728333	0.4145800583369121	0.175804415174386	0.008990267857041991	0.0323435897292069
AFUB_000290-T	2712.2740253412676	0.4827635678165121	0.1458612432856195	3.910919711865214e-4	0.002748652720788029
AFUB_000300-T	5814.65162363379	0.8040995522689083	0.1644814485487357	6.468048354096165e-8	1.6312221947565253e-6
AFUB_000310-T	3541.698660357005	0.667406891199842	0.1789633075102481	3.083530550151845e-5	3.479685831001862e-4
AFUB_000320-T	131.20942653768674	0.17669260465330683	0.24703746582254166	0.37549701116924283	0.5305085253181001
AFUB_000330-T	137.01893844572209	1.8344211754905306	0.33281379575295283	1.9728538561427845e-10	8.141690686486772e-9
AFUB_000340-T	1960.8203404394842	-2.1808662887006918	0.18789951468483385	1.2714123073490442e-32	4.0959982946757755e-30
AFUB_000350-T	467.5077968625253	0.7047703883450067	0.2579520199940246	6.270882484802949e-4	0.004005640592172238
AFUB_000360-T	128.66800577859522	0.0789973157978186	0.26671187249968253	0.7020285086593541	0.8108377640461912
AFUB_000370-T	273.25304208968123	-0.6345304377554485	0.2270418407074623	8.648248947118848e-4	0.005166607960636057
AFUB_000380-T	850.4318935293661	0.7333917811876229	0.2445000019040045	2.342717086628792e-4	0.0018136988793923832
AFUB_000390-T	1920.8331071193375	0.29130764785529123	0.2384141761833833	0.13700702725783737	0.25447074227711025
AFUB_000400-T	1472.6167906718576	0.47151021218086214	0.15127998077344623	7.86984250603092e-4	0.0048188913002900555
AFUB_000410-T	5239.296767174202	0.4960531252113987	0.1622751235909702	8.598999481849198e-4	0.005148573610625176
AFUB_000420-T	3507.70303925845	0.1295295340077838	0.1607772497955919	0.3768410145174535	0.5314192617884507
AFUB_000430-T	2784.8065577156353	0.021940227431055417	0.22367421060182094	0.9070518283987588	0.9466675148169207
AFUB_000440-T	1982.2601529623346	-0.17201622115489676	0.17617280716904068	0.2763707280955516	0.4267338375835303
AFUB_000450-T	2900.1963555268717	-0.7771832261067175	0.17526307378838027	7.0912846222213855e-07	1.3832160062915034e-5
AFUB_000460-T	886.4790474040977	-0.29358527669820383	0.17623329870567483	0.0639949662500276	0.1441958703998318
AFUB_000470-T	445.31295357305794	0.536894579604714	0.24380500113143483	0.007085325505071826	0.027194906156476684
AFUB_000480-T	72.89952852600653	0.5348408624125576	0.303229696736153	0.01633860061343585	0.05132859525837805
AFUB_000490-T	1158.4582403001993	0.041795301279185196	0.17796168978867466	0.7931103348126549	0.871566121674074
AFUB_000500-T	3777.184603978811	-0.28531940082030466	0.15471086773347337	0.0452608548105969	0.11111606612424563
AFUB_000510-T	5018.4129312085215	-0.09255320149854973	0.12559198302628394	0.43246771460104094	0.5833407706267688
AFUB_000520-T	1447.6006250216487	0.05715794103277454	0.13763907621340327	0.6556415905597266	0.7760540273163421
AFUB_000530-T	4319.153646967485	-0.4193821039592953	0.18466778358444516	0.0109603887167507	0.03788902807690871
AFUB_000540-T	5926.212235662754	0.4629744253911138	0.13521615249857952	2.825826284722526e-4	0.0021108098059479333
AFUB_000550-T	2047.794405207299	0.28061379652772833	0.16901863718297244	0.06706094998496943	0.14896301323396122
AFUB_000560-T	700.260655605983	-0.03937077915740526	0.14999966375218246	0.7758324541384067	0.8625446643081673
AFUB_000570-T	1610.3247090999637	0.09462422209844158	0.13434437910636315	0.45029113631441364	0.6005685868552416
AFUB_000580-T	1719.0903607973291	-0.3122683939133678	0.1695967647514034	0.0423607808608064	0.10612206494172133
AFUB_000590-T	557.1262673829149	-0.26911168695382803	0.2119864565402064	0.13854933151285018	0.256809980293028
AFUB_000600-T	647.6740262353014	-0.3884222992207433	0.15150343755485488	0.005716043751010238	0.022935367192181293
AFUB_000610-T	7264.880618428802	-1.663352378862429	0.2495499640586715	1.1147682466704796e-13	7.625472931163068e-12
AFUB_000620-T	6952.5589489028935	0.3479853194376234	0.14468300770478612	0.00995843224475116	0.035167914720060055
AFUB_000630-T	49968.168513141616	-0.8245226059507818	0.15711000957703486	8.397009621319744e-9	2.653827059750642e-7
AFUB_000640-T	64.62834402681978	0.01666899687948326	0.24866110790018106	0.9334922989132042	0.9626665863349969
AFUB_000650-T	2236.4702506411513	0.029743682599445383	0.15732797681286229	0.8363947707556951	0.8983732604363441
AFUB_000660-T	1735.8076585292692	-0.32811480377754954	0.24071307976193282	0.0960819228744359	0.19539095713201687
AFUB_000670-T	127.99187663043367	-0.6667636130336563	0.2831406589560386	0.002128961366434308	0.010361567819970484
AFUB_000690-T	5545.170078834977	-2.511030194874205	0.20240088020650585	4.8939543829659405e-37	1.955036896907234e-34
AFUB_000700-T	1142.82839614846	-0.536028283234382	0.25799850091134124	0.009253373524347719	0.033087519293827666
AFUB_000710-T	639.0140543106115	1.1953305639185272	0.17917629493313253	6.37319867453592e-14	4.482333462154241e-12
AFUB_000720-T	113.49961244177469	0.5932112877347261	0.2831123365861111	0.006156475818574988	0.02431322222163227
