TRANSCRIPT	WT_Azole_1	WT_Azole_2	WT_Azole_3	WT_GMM_1	WT_GMM_2	WT_GMM_3
AFUB_000010-T	231.01071599505306	306.7553142652544	211.10992051477803	58.111442180144685	100.63713180809964	107.02300189904538
AFUB_000020-T	692.0532890190784	627.4540519062023	677.4709267428785	232.44576872057874	232.2395349417684	217.76854299457932
AFUB_000030-T	137.04025525130268	77.15360934550338	92.12069258826678	47.54572542011838	20.320959307404735	40.94793116137389
AFUB_000040-T	2723.1856436366	3193.0439530337844	2815.4386672289033	1022.2330965325451	653.1736920237237	915.7446423361797
AFUB_000050-T	1515.2736794929751	1263.2741578378204	1347.2651291034015	105.65716760026307	62.898207380062274	74.45078392977071
AFUB_000060-T	1018.9921836900434	628.3836134645818	893.3787999966288	58.111442180144685	48.38323644620175	26.057774375419747
AFUB_000070-T	17.6194613894532	10.225177142175147	9.595905477944456	29.055721090072343	1.93532945784807	3.722539196488535
AFUB_000080-T	58.731537964844	40.90070856870059	63.3329761544334	95.09145084023676	30.96527132556912	29.78031357190828
AFUB_000090-T	4.894294830403667	0	3.838362191177782	26.414291900065766	0	0
AFUB_000100-T	69.49898659173206	56.70325506115309	99.79741697062234	92.45002165023018	96.7664728924035	95.85538430957978
AFUB_000110-T	4352.985822161021	4705.440608517327	3514.0205860232595	1833.1518578645641	5224.421871460865	5125.005838765591
AFUB_000120-T	142.91340904778707	243.5451282954444	132.42349559563348	187.54147249046696	193.532945784807	295.94186612083854
AFUB_000130-T	15.661743457291733	12.084300258934265	5.757543286766674	42.26286704010523	9.67664728924035	1.8612695982442675
AFUB_000140-T	125.29394765833386	78.08317090388294	88.28233039708898	95.09145084023676	118.05509692873227	81.89586232274777
AFUB_000150-T	59.71039693092473	26.957285193007205	42.2219841029556	47.54572542011838	56.12455427759403	50.254279152595224
AFUB_000160-T	41.1120765753908	65.06930908656912	32.62607862501115	5.2828583800131534	40.64191861480947	58.62999234469443
AFUB_000170-T	10.767448626888067	15.8025464924525	1.919181095588891	2.6414291900065767	14.514970933860525	22.33523517893121
AFUB_000180-T	8.8097306947266	18.591231167591175	0	26.414291900065766	19.3532945784807	18.612695982442677
AFUB_000190-T	225.13756219856867	196.13748881808692	104.59536970959456	125.4678865253124	171.2766570195542	201.94775140950304
AFUB_000200-T	45.02751243971373	41.83027012708015	19.19181095588891	25.093577305062478	64.83353683791034	59.56062714381656
AFUB_000210-T	22.513756219856866	10.225177142175147	5.757543286766674	2.6414291900065767	6.773653102468245	7.44507839297707
AFUB_000220-T	3.9154358643229332	9.295615583795588	13.434267669122237	2.6414291900065767	7.74131783139228	5.583808794732803
AFUB_000230-T	624.5120203595079	255.62942855437868	350.25054994497265	44.904296230111804	91.92814924778332	46.53173995610669
AFUB_000240-T	748.827109051761	737.1423157949902	992.2166264194567	939.028077047338	695.7509400963812	683.0859425556462
AFUB_000250-T	30.344627948502733	22.30947740110941	18.232220408094467	75.28073191518743	14.514970933860525	25.127139576297612
AFUB_000260-T	153.68085767467514	178.4758192088753	226.46336927948914	694.6958769717297	585.4371609990412	385.2828068365634
AFUB_000270-T	902.5079667264362	1453.83427730563	1101.6099488680236	73.96001732018415	549.6335660288519	456.9416863689677
AFUB_000280-T	432.65566300768415	382.0498004939987	302.27102255525034	707.9030229217625	796.3880719044809	858.0452847906074
AFUB_000290-T	2822.050399210754	2496.802345807495	1526.7085615409628	1748.6261237843537	4975.732036127388	4158.076282477694
AFUB_000300-T	8880.208540284413	5237.149819910434	5944.66344358659	16234.223801780421	7962.913054315884	8536.713012347333
AFUB_000310-T	2177.961199529632	1846.1092549418038	2380.7441490780193	4635.708228461542	3081.0444968941274	2546.216810398158
AFUB_000320-T	137.04025525130268	134.78642596503605	83.48437765811676	75.28073191518743	167.40599810385805	138.66458506919793
AFUB_000330-T	86.13958901510453	48.33720103573706	77.7268343713501	433.19438716107857	126.76407948904858	79.10395792538138
AFUB_000340-T	2789.74805333009	3221.860361343551	2764.5803681957977	330.1786487508221	399.64553304562645	329.4447188892354
AFUB_000350-T	209.47581874127692	200.7852966099847	248.5339518787614	610.1701428915192	296.1054070507547	220.5604473919457
AFUB_000360-T	264.291920841798	200.7852966099847	214.9482827059558	314.3300736107826	243.85151168885682	174.95934223496116
AFUB_000370-T	659.7509431384143	425.739193737838	517.2193052612062	66.03572975016442	141.2790504229091	87.47967111748058
AFUB_000380-T	779.1717370002638	466.63990230653854	403.9876206214616	912.6137851472722	576.7281784387249	552.7970706785475
