TRANSCRIPT	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3
AFUB_000010-T	556.2570968965156	608.5876970440556	472.3409403574356	371.7886768063384	334.94345089169695	239.5444408093492
AFUB_000020-T	1488.0823357452705	1466.7995003333	1583.4156523345853	269.22628320458983	262.2937446419486	373.601421445774
AFUB_000030-T	220.42160472259886	161.94621768799448	169.07658660521844	28.84567320049177	33.022593749885615	41.755452985115916
AFUB_000040-T	4342.211011488106	4588.132332969422	4316.373176561793	787.3800425467568	1163.338802674542	737.3133935003364
AFUB_000050-T	6925.779262549984	7225.689521684084	7213.934361822653	76.92179520131138	69.81919821404388	128.56284208575164
AFUB_000060-T	4595.74315769264	3981.6076450678893	5213.642046218059	49.1444802675045	62.27117678549859	158.23119025938664
AFUB_000070-T	35.002572423760334	29.913632566572225	72.46139425937933	12.820299200218566	3.774010714272642	13.185932521615552
AFUB_000080-T	39.73264977832254	40.22867827918334	29.521308772339726	32.05074800054641	46.231631249839864	49.44724695605832
AFUB_000090-T	0	2.0630091425222226	0	2.1367165333697606	1.887005357136321	0
AFUB_000100-T	76.62725314390775	82.5203657008889	110.92855417485231	79.05851173468115	99.06778124965685	159.33001796952126
AFUB_000110-T	4014.8896585524017	4205.444137031551	4540.914040254438	4299.073665139958	4109.897667842907	4029.401213063686
AFUB_000120-T	160.82263005511504	199.08038225339448	93.0368518885858	254.26926747100154	222.66663214208586	105.48746017292441
AFUB_000130-T	6.62210829638709	9.283541141350002	3.5783404572533004	19.230448800327846	16.983048214226887	8.790621681077035
AFUB_000140-T	66.2210829638709	94.89842055602223	110.92855417485231	100.42567706837876	69.81919821404388	113.17925414386683
AFUB_000150-T	40.67866524923498	59.82726513314445	47.41301105860623	66.23821253446259	57.55366339265779	65.92966260807776
AFUB_000160-T	20.812340360073712	24.75610971026667	12.524191600386551	14.957015733588326	15.096042857090568	15.38358794188481
AFUB_000170-T	15.136247534599063	3.094513713783334	7.156680914506601	0	7.548021428545284	4.395310840538517
AFUB_000180-T	9.460154709124414	10.315045712611113	21.4700427435198	24.57224013375225	19.81355624993137	20.877726492557958
AFUB_000190-T	94.60154709124414	116.56001655250557	84.98558585976588	95.08388573495435	132.09037499954246	93.4003553614435
AFUB_000200-T	38.7866343074101	45.386201135488896	24.153798086459776	29.914031467176653	33.966096428453774	41.755452985115916
AFUB_000210-T	27.434448656460802	13.409559426394447	20.575457629206475	8.546866133479043	13.209037499954247	14.284760231750182
AFUB_000220-T	18.920309418248827	10.315045712611113	15.207946943326526	11.751940933533684	16.983048214226887	5.494138550673147
AFUB_000230-T	224.20566660624863	181.54480454195559	271.9538747512508	133.54478333561005	228.32764821349483	238.44561309921457
AFUB_000240-T	946.9614863833539	817.9831250100613	1009.0920089454306	801.2687000136604	831.2258598185493	1060.3687402799173
AFUB_000250-T	35.94858789467278	22.693100567744448	18.786287400579827	35.25582280060105	36.79660446415826	32.96483130403888
AFUB_000260-T	172.17481570606435	198.04887768213337	327.418151838677	594.0071962767935	322.67791607031086	854.8879584847416
AFUB_000270-T	3293.0798542462085	2923.2839549539895	3805.565076288885	741.440637079307	1405.8189910665592	2194.358937138855
AFUB_000280-T	528.8226482400547	609.6192016153168	532.2781430164284	874.985420414917	835.9433732113902	643.9130381388928
AFUB_000290-T	2201.378000813251	2179.569159074728	2240.9357113548795	2842.9013476484665	3260.7452571315625	3548.1146760247184
AFUB_000300-T	4035.701998912475	4456.099747848	3668.693553798946	8288.323432941303	6564.891637477261	7874.199370824754
AFUB_000310-T	2748.1749430006425	2634.4626750008783	2436.8498513894974	4050.1461890023816	3872.1349928437307	5508.423310904897
AFUB_000320-T	100.2776399167188	119.6545302662889	136.87152248993874	169.86896440289598	92.46326249967973	168.1206396505983
AFUB_000330-T	69.05912937660823	46.417705706750006	48.30759617291955	297.00359813839674	161.33895803515543	199.98664324450255
AFUB_000340-T	2912.781634939407	2938.756523522906	3849.3997468902376	767.0812354797441	612.3332383907361	684.5696634138741
AFUB_000350-T	320.69924463931767	267.1596839566278	372.1474075543432	861.0967629480136	551.0055642838057	432.938117793044
AFUB_000360-T	142.84833610777866	149.56816283286113	76.03973471663262	112.17761800191244	105.67229999963398	185.70188301275238
AFUB_000370-T	355.701817063078	391.9717370792223	297.8968430663372	155.98030693599253	183.03951964222313	254.92802875123402
AFUB_000380-T	701.9434794170315	608.5876970440556	432.97919532764934	1479.6761993585594	951.9942026752739	927.4105873536272
AFUB_000390-T	1657.4191050385973	2040.3160419544781	1234.5274577523885	1367.4985813566468	2601.2368848124183	2624.000571801495
AFUB_000400-T	1176.8432458150771	1289.380714076389	1140.5960207494895	1542.7093370929672	1837.9432178507766	1848.2282084464466
AFUB_000410-T	4262.745711931461	4512.8324992673615	3855.661842690431	7021.250528653034	5256.253422303222	6527.036598199698
AFUB_000420-T	3462.4166235395355	3473.0758914361613	3026.3814417219787	4083.265295269613	3935.3496723077974	3065.729311275616
AFUB_000430-T	2729.2546335823936	3052.222026361628	2483.3682773337905	3596.0939256613074	3157.903465167633	1689.99701818706
AFUB_000440-T	2230.704480411537	2139.340480795545	2011.0273369763547	1979.6678681670833	2115.3330053498157	1417.4877460736718
AFUB_000450-T	3763.249543289692	3313.1926828906894	4220.652569330267	2353.5932615067914	1814.3556508865727	1936.134425257217
AFUB_000460-T	1025.4807704690866	957.2362421303112	1002.8299131452374	834.3878062808916	886.8925178540709	612.0470345449886
AFUB_000470-T	329.2133838775296	350.7115542287778	322.050641152797	720.0734717456094	611.389735712168	338.43893472146584
AFUB_000480-T	56.76092825474649	53.63823770557779	44.729255715666255	96.15224400163923	57.55366339265779	128.56284208575164
AFUB_000490-T	1186.3034005242016	1017.0635072634557	1208.5844894373022	1134.5964792193429	968.0337482109327	1436.1678171459605
AFUB_000500-T	4133.141592416457	3975.4186176403227	4513.181901710725	3678.357512196043	3506.0559535592843	2856.952046350036
AFUB_000510-T	5073.480970503423	5224.570653437529	5298.627632077824	4734.96383794739	4696.756333912303	5082.078159372661
AFUB_000520-T	1387.8046958285515	1391.499666631239	1464.435832130913	1607.879191360745	1407.7059964236955	1426.2783677547488
AFUB_000530-T	5008.205903010465	5287.492432284456	4933.6369054379875	3626.007957128484	4354.264861592061	2705.3138223514575
AFUB_000540-T	5071.588939561599	4932.654859770634	4646.47508374341	7443.2520439935615	6458.275834799058	7005.026652108262
AFUB_000550-T	1655.5270740967726	1968.1107219662003	1811.5348564844833	2348.251470173367	2621.05044106235	1882.29186746062
AFUB_000560-T	732.2159744862297	642.6273478956723	759.5027620520129	698.7063064119118	718.0055383903701	650.5060043997006
AFUB_000570-T	1619.5784862020998	1491.555610043567	1539.5809817332324	1764.9278565634224	1646.41217410144	1599.8931459560204
AFUB_000580-T	1873.110632406634	1893.8423928354002	2051.2836671204545	1583.3069512269929	1708.6833508869386	1204.315170307554
AFUB_000590-T	603.5578704421376	713.801163312689	560.9048666744548	555.5462986761378	572.7061258908734	336.2412793011966
AFUB_000600-T	733.1619899571422	808.6995838687112	697.7763891643935	575.8451057431505	532.1355107124425	538.4255779659684
AFUB_000610-T	11718.293638192412	10921.570400512646	11054.388257569757	2370.6869937737497	2986.185977668228	4538.158442856019
AFUB_000620-T	6192.617272592842	6363.351700109795	5474.860899597549	7753.075941332177	7278.17966247479	8653.268217310206
AFUB_000630-T	64232.558444012946	69600.77094584348	62037.68850740047	39655.32214280939	31316.740907034382	32965.93013174902
AFUB_000640-T	69.05912937660823	71.17381541701667	51.88593663017285	67.30657080114746	54.723155356953306	73.62145657902016
AFUB_000650-T	2366.9307082229284	2098.0802979451005	2162.212221295307	2464.702521242019	2438.0109214201266	1888.8848337214279
AFUB_000660-T	1936.4936689577676	2223.923855638956	1891.1529316583692	1798.0469628306537	1758.6889928510511	806.539539238818
AFUB_000670-T	178.79692400245142	137.1901079777278	190.54662934873824	54.4862716009289	111.33331607104293	95.59801078171276
AFUB_000690-T	8785.645678363844	7738.347293600857	11956.130052797589	1444.4203765579582	1658.677708922826	1687.7993627667906
