TRANSCRIPT	baseMean	log2FoldChange	lfcSE	pvalue	padj
AFUB_000010-T	355.08985515040706	-0.7635132524477253	0.32412407460986997	1.456764500810789e-4	0.0054089126372696885
AFUB_000020-T	1179.600054316223	-1.0139926888421025	0.175602888008321	4.0733720138901885e-10	7.0406128343533e-8
AFUB_000030-T	204.42642632163552	-0.31662890429691054	0.28259865784523214	0.01689324776965649	0.17653702745346064
AFUB_000040-T	3469.633728444997	-0.2951883096090884	0.17852504110747014	0.0086858878804543	0.11487602374875244
AFUB_000050-T	4140.428413886706	-2.2299801387242644	0.15960215321741647	1.9632365697523592e-47	6.560482203922466e-44
AFUB_000060-T	2755.9549288322432	-2.202982405636269	0.2839472859912459	8.329859683841118e-18	4.912167254735719e-15
AFUB_000070-T	30.81781939785185	-1.1129059523599614	0.570292413304717	1.621446880243586e-4	0.005826166657506075
AFUB_000080-T	48.61841497242166	0.16378950074027226	0.2526939160649294	0.11704530728085404	0.45656778423757266
AFUB_000090-T	2.1119535886826437	0.05094540793200254	0.3307374563896995	0.28532777371459744	0.6521870463512485
AFUB_000100-T	89.27314030178574	-0.04671077846090908	0.17509955054769166	0.6112218855689806	0.8530557431197314
AFUB_000110-T	3921.537708724177	0.031203993361075995	0.14752406993675582	0.7397442975741253	0.9110000564491344
AFUB_000120-T	150.75360900722205	0.08423546386962703	0.1856001561870185	0.3715263084858832	0.7215373094699121
AFUB_000130-T	9.700048195672833	0.12557580500207688	0.28637326284068376	0.1734181870676929	0.5397183415719683
AFUB_000140-T	113.64702162697712	0.058811624467880345	0.1719994470339969	0.5280289603755168	0.813007268893343
AFUB_000150-T	57.22901700711209	-0.023507987383570624	0.18807812265707016	0.7894029215852285	0.9304110473690044
AFUB_000160-T	28.0863970741536	0.7054934491727359	0.49336399685386306	0.0013555028694131287	0.03081386908359777
AFUB_000170-T	7.616611310334841	0.020010012445975434	0.2580168878310464	0.7744545156821018	0.9258970546649504
AFUB_000180-T	15.224995048581542	-0.042419150884148764	0.25697299808554475	0.5673826879662125	0.8315237705373427
AFUB_000190-T	114.48987806711138	0.23540726639794396	0.317975069287282	0.04876395434030742	0.30536843666276375
AFUB_000200-T	34.654470739830145	0.013706263500941972	0.19628436459387946	0.873060967006057	0.9610822876199412
AFUB_000210-T	19.349317470543962	-0.10212134244696795	0.2418524674964688	0.26480099926711964	0.6370602394175364
AFUB_000220-T	14.701923545666947	-0.09748322778063606	0.252152025243718	0.2740236605020099	0.64185416875281
AFUB_000230-T	637.687496322923	0.4225764333836669	0.355796517149247	0.007240745565743626	0.10195010434912902
AFUB_000240-T	1016.3035214491653	-0.03217922195998728	0.13595200297512544	0.7307278968574648	0.9053945329373482
AFUB_000250-T	29.998570286960497	-0.006547068803988916	0.18924089157936771	0.9401167904256723	0.9832729080873619
AFUB_000260-T	284.45984645846653	-0.06354552042463213	0.17917669501412906	0.4932102488649667	0.7926310908738845
AFUB_000270-T	2475.4514527456136	-1.2322656984192049	0.29092780631947235	4.070410502175974e-7	3.679588224038809e-5
AFUB_000280-T	473.67311922450347	-0.19590123406077736	0.19724021279208434	0.06915903499384857	0.36413830137254827
AFUB_000290-T	1973.1798937754681	0.06202338506573753	0.1470319884667593	0.5127887321818854	0.8031904876667908
AFUB_000300-T	5495.780528213705	0.3603988276499507	0.3056054142221911	0.011001295610542522	0.1343337253297062
AFUB_000310-T	2366.1171015978916	-0.09025592779527415	0.14263221666483503	0.3443868505512693	0.6992859351524955
AFUB_000320-T	113.2464916875897	0.024386317221255432	0.1759504052179878	0.7874511013700422	0.9302686780473823
AFUB_000330-T	54.09881087290849	0.15520244197500094	0.20177375183607232	0.1322257086149245	0.481349990632724
AFUB_000340-T	6344.547197343155	-0.02099791388276356	0.14022940221996968	0.8226615722079349	0.9433240167117044
AFUB_000350-T	300.79157468071617	-0.25898545147208973	0.16397079795251188	0.015490072974673924	0.16770998307202661
AFUB_000360-T	180.7326438147476	0.6442467999295504	0.3436499001397256	6.369763875253555e-4	0.017399695599296154
AFUB_000370-T	526.5280180269724	0.4304182051179942	0.25319566629722434	0.0023299041344555945	0.04671457789583467
AFUB_000380-T	970.6245031815351	0.0035159906056431807	0.18563713395375736	0.9680936269080729	0.9918004325763123
AFUB_000390-T	1306.4979370724325	-0.02750511183526412	0.17025086902196562	0.763890763076251	0.9224194907888817
AFUB_000400-T	1056.1791445398976	-0.086505000621342	0.12195263707792922	0.34458631833388903	0.6992870124083477
AFUB_000410-T	5337.211005178787	0.9853716202485749	0.18841173273949743	6.686328598152759e-9	9.440907633307242e-7
AFUB_000420-T	2889.7788288472548	-0.050033304561801085	0.16352975635155714	0.59279963971756	0.8430640569175729
AFUB_000430-T	2227.6524613282413	-0.06579922719555047	0.1732951143378157	0.48214967915111384	0.785304717057663
AFUB_000440-T	2486.642700930544	0.12710155836590772	0.154665074943885	0.19582132681238693	0.5657374067130199
AFUB_000450-T	5322.097681126555	0.20533761853123236	0.12719258106054881	0.03029023071405564	0.23893115878391966
AFUB_000460-T	799.4632158060964	-0.10091806782127377	0.17766448461493456	0.29641084366300174	0.6611203668266913
AFUB_000470-T	334.98684476163464	-0.14332577655657425	0.2166475266623517	0.1573560690170967	0.5161696390004745
AFUB_000480-T	72.73853662222164	0.020255423472118405	0.17951028715197756	0.8211433388852594	0.9427349945401655
AFUB_000490-T	1463.5038577307394	-0.0576045532098563	0.16840803623128517	0.537895421138512	0.8172782050490425
AFUB_000500-T	4122.17732928161	-0.01496027153016293	0.14286196953108213	0.8731751401593113	0.9610834334947084
AFUB_000510-T	6047.310351595255	0.21223950700304992	0.17413139895250018	0.04599596245140217	0.29596246699313655
AFUB_000520-T	1303.3527081803306	-0.052216232799457724	0.1448407903093532	0.580210391673199	0.8364266932307768
AFUB_000530-T	4943.262318493071	-0.006371793240878569	0.16987895542328219	0.9442332000481555	0.9842234579200795
AFUB_000540-T	5183.723822287229	0.1896861282716476	0.18457606222341666	0.0733271403308593	0.3765904619963445
AFUB_000550-T	1680.5483173292416	0.06569489353513243	0.138064482124214	0.48596011300655495	0.788054049319106
AFUB_000560-T	590.7207259904742	-0.07917480234057377	0.1854402485653398	0.398040766292818	0.73704445550157
