TRANSCRIPT	Comp_Azole_1	Comp_Azole_2	Comp_Azole_3	Del_Azole_1	Del_Azole_2	Del_Azole_3	OE_Azole_1	OE_Azole_2	OE_Azole_3	WT_Azole_1	WT_Azole_2	WT_Azole_3
AFUB_000010-T	358.577971230778	351.91985326253325	208.21813252415643	567.5270918238538	625.8324191460592	484.1533672129422	344.5857623083559	269.97954756852494	228.3293438455175	251.1288975678233	341.79567292577144	229.03020238856877
AFUB_000020-T	1692.536976833331	1267.9169570401555	1186.8433553876916	1518.231488841704	1508.3622034333835	1623.014128725204	1153.575178895232	1028.8643655736414	989.4271566639093	752.3225872053011	699.12751280271425	734.9787403924071
AFUB_000030-T	514.0025526174975	268.4645737745611	272.7657536066449	224.88743604584684	166.5350674676802	173.30489849099638	156.55038439897388	189.50487473559923	152.21956256367835	148.974769743624	85.96679046314857	99.940451951375465
AFUB_000040-T	2151.467827384668	3516.182076740225	2972.313841782333	4430.185971890287	4718.1400006130025	4424.318175762209	3340.0330615624653	3252.7343567630937	3257.6756383540696	2960.3414959054426	3557.782231818257	3054.4300627639127
AFUB_000050-T	3724.070875273916	4432.179180517847	4998.2762712423755	7066.098366058561	7430.434061217195	7394.342335615845	3648.7609145950787	3273.5020142683647	3201.0358011210733	1647.235311165214	1407.5767257761313	1461.6291097888661
AFUB_000060-T	4719.032959269215	2588.119149422173	2739.109533355278	4688.854782449459	4094.429047294557	5344.026182039825	2221.4412087899086	1671.7964291743274	2227.5385986789443	1107.7338235936613	700.1632572661257	969.2141746534433
AFUB_000070-T	44.05736165292836	24.131647080859423	28.109447890761118	35.711738771228895	30.761254500399524	74.27352792471272	32.359576663475046	32.016805320626354	27.434921159732724	19.15389896703737	11.393189097525713	10.410463744934944
AFUB_000080-T	93.00998571173764	30.16455885107428	43.72580783007285	40.537649415989556	41.36858363846832	30.25958545080889	34.108742969608834	35.47808157150488	56.63983723299659	63.846329890124565	45.57275639010285	68.70906071657063
AFUB_000090-T	0	6.032911770214856	4.164362650483128	0	2.1214658276137603	0	0	0	3.539989827062287	5.320527490843714	0	4.164185497973977
AFUB_000100-T	155.42458138671947	89.48819125818703	82.24616234704179	78.17975244512272	84.8586331045504	113.70268472425158	68.21748593921767	80.47467283292569	71.68479399801132	75.55149036998074	63.18041226809714	108.26882294732341
