TRANSCRIPT	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3
AFUB_000010-T	16.291605487731516	17.8242591784377	13.833876994901614	10.888911766030763	9.80979225806096	7.015755031654353
AFUB_000020-T	43.58281536088721	42.95948568091255	46.37492856245427	7.885074037470553	7.682034500678724	10.942003260378348
AFUB_000030-T	6.455687208573885	4.7430655779910484	4.9518991515841	0.8448293611575592	0.9671626169919257	1.2229297761599331
AFUB_000040-T	127.17426732770012	134.37678784015404	126.41753125075813	23.060712561967453	34.071757335744124	21.594365257981977
AFUB_000050-T	202.841571047079	211.62531448297636	211.2810304675883	2.252878296420158	2.044858104497214	3.765336416071373
AFUB_000060-T	134.5996929581628	116.61294987927035	152.69665743614885	1.4393389116017674	1.8237923634704885	4.634260204395535
AFUB_000070-T	1.0251520459967112	0.8761076545333784	2.122242493536043	0.37547971607002634	0.11053287051336293	0.3861883503662947
AFUB_000080-T	1.1636861062665371	1.1782137423035086	0.86461731218135085	0.9386992901750658	1.3540276637886959	1.448206313873605
AFUB_000090-T	0	0.060421217554026095	0	0.06257995267833773	0.05526643525668146	0
AFUB_000100-T	2.2442517763711787	2.4168487021610434	3.2488650518329547	2.3154582490984956	2.901487850975777	4.666442566926061
AFUB_000110-T	117.58771035702817	123.16865198388219	132.9938629282587	125.9108647888155	120.37029598905222	118.01272339943354
AFUB_000120-T	4.710158049174079	5.830647493963518	2.724854559601833	7.447014368722189	6.521439360288412	3.0895068029303574
AFUB_000130-T	0.1939476843777562	0.2718954789931174	0.10480209844622435	0.5632195741050395	0.4973979173101332	0.25745890024419643
AFUB_000140-T	1.9394768437775616	2.7793760074852	3.2488650518329547	2.941257775881873	2.044858104497214	3.314783340644029
AFUB_000150-T	1.1913929183205023	1.7522153090667567	1.3886278044124727	1.9399785330284691	1.6856262753287847	1.9309417518314733
AFUB_000160-T	0.6095498651872336	0.725054610648313	0.3668073445617852	0.43805966874836405	0.4421314820534517	0.45055307542734374
